user_id,item_id,recommend,sentiment_analysis,posted_year
Nozomikat,91310,True,2,2013
Nozomikat,437220,False,0,2014
Nozomikat,210770,True,2,2013
xfluttersx,351640,True,2,2015
xfluttersx,202530,False,2,2014
xfluttersx,105600,True,2,2012
xfluttersx,440,True,2,2014
xfluttersx,47870,True,2,2013
xfluttersx,383080,True,2,2015
xfluttersx,410,True,2,2012
76561198056290589,730,True,2,2014
ii_voltage_ii,253710,False,2,2014
ii_voltage_ii,339280,True,2,2015
ii_voltage_ii,271290,True,2,2014
ii_voltage_ii,203290,True,2,2013
76561198097762318,440,True,2,2015
76561198097762318,233150,True,1,2014
Hirukaz,550,True,0,2013
StelerForYou,730,True,2,2015
StelerForYou,211820,True,2,2013
76561198183396245,440,True,2,2015
Xx-Woods,346330,False,1,2014
Xx-Woods,224260,True,2,2015
Xx-Woods,317360,True,2,2014
Xx-Woods,295550,True,2,2014
Xx-Woods,250180,True,2,2014
Xx-Woods,227940,True,0,2014
Xx-Woods,17520,True,1,2014
Xx-Woods,113420,True,2,2014
kevinator23,320760,True,0,2015
kevinator23,8850,True,2,2015
kevinator23,233720,True,2,2014
kevinator23,218620,True,2,2015
kevinator23,730,True,2,2015
kevinator23,219740,True,2,2015
kevinator23,220240,True,2,2014
kevinator23,440,True,2,2012
76561198090715178,4000,True,2,2014
76561198090715178,304930,True,2,2014
CatsWhale,333950,True,2,2015
CatsWhale,388520,True,2,2015
CatsWhale,107410,True,2,2014
CatsWhale,206210,True,2,2014
76561198073784601,221100,True,2,2015
76561198073784601,299740,False,0,2014
mimimomoma,730,True,2,2015
76561198102410011,440,True,1,2015
de_Butl3r,209870,True,2,2014
76561198027947401,322170,True,2,2014
76561198027947401,304050,True,2,2014
Bluezap1,440,True,2,2015
Bluezap1,730,True,2,2015
Bluezap1,362890,True,2,2015
Bluezap1,413850,True,1,2015
76561198074200011,730,True,2,2015
jonasdbomb,346110,True,2,2014
L1J1N,570,True,2,2014
Lord_Exploit,311560,True,2,2015
Lord_Exploit,322170,True,2,2015
AVATAR715,48240,False,0,2014
AVATAR715,440,True,2,2015
AVATAR715,248570,True,0,2014
AVATAR715,264140,True,2,2014
AVATAR715,4000,True,2,2014
AVATAR715,266430,True,2,2015
AVATAR715,316010,True,2,2015
AVATAR715,249570,True,2,2014
YieuwMage,730,True,2,2014
76561198078752187,240,True,1,2014
A-Very-Sly-Person,304930,True,1,2015
A-Very-Sly-Person,440,True,0,2014
76561198211054671,730,True,1,2014
76561198211054671,333930,True,0,2014
76561197994493402,365590,True,2,2014
76561197994493402,264200,True,2,2015
76561197994493402,440,True,2,2014
Koolcaz12,298050,False,2,2014
76561198065656175,383080,True,2,2015
76561198188979775,440,True,2,2014
97396295,301520,True,2,2014
97396295,243870,True,2,2014
97396295,218230,False,2,2014
97396295,291550,False,0,2014
76561198126640317,251570,True,2,2015
76561198126640317,221100,True,2,2015
76561198126640317,316010,True,2,2015
76561198126640317,218230,True,0,2015
76561198126640317,333930,True,2,2015
76561198126640317,222880,True,2,2015
76561198126640317,730,True,2,2015
DemonicWolvz,55230,True,2,2015
DemonicWolvz,232090,True,2,2015
DemonicWolvz,4000,True,1,2015
DemonicWolvz,206420,True,2,2014
DemonicWolvz,224260,True,2,2014
DemonicWolvz,550,True,2,2013
DieMadchenschanderin,346110,True,2,2015
DieMadchenschanderin,380770,False,2,2015
DieMadchenschanderin,454890,True,0,2014
DieMadchenschanderin,227680,False,2,2013
GGargula,570,False,1,2014
GGargula,233250,True,1,2015
Myther43,273350,True,2,2014
getf0kinn0sc0pedm9,730,True,2,2015
getf0kinn0sc0pedm9,440,False,0,2014
76561198141443390,730,True,2,2015
76561198097333029,570,True,1,2014
whodafuqisthisguilao,730,True,2,2015
Magjiikal,370480,True,2,2015
Magjiikal,313740,True,2,2015
ohnospaghet,1840,True,2,2014
ohnospaghet,440,True,2,2014
ohnospaghet,266210,True,2,2015
ohnospaghet,369200,True,1,2014
ohnospaghet,252490,False,0,2014
ohnospaghet,264200,True,2,2015
76561198050347115,292030,True,0,2014
2768820078,287700,True,1,2015
2768820078,730,False,1,2014
2768820078,310950,True,1,2014
2768820078,377160,True,1,2015
2768820078,221380,True,1,2015
2768820078,333950,True,1,2015
2768820078,222420,False,1,2015
2768820078,271590,True,1,2015
2768820078,298110,True,1,2015
2768820078,222440,True,1,2015
76561198056392326,259530,True,1,2014
76561198056392326,219640,False,1,2014
76561198056392326,269210,False,1,2014
2d4nk4m3,317470,False,0,2014
2d4nk4m3,47410,True,2,2014
76561198078478151,730,True,1,2014
exiaez,365450,True,1,2014
76561198095921854,245620,True,2,2015
EizanAratoFujimaki,70,True,2,2015
EizanAratoFujimaki,359550,False,0,2014
TeCool,274980,True,2,2014
TeCool,202090,True,2,2014
TeCool,339280,True,2,2015
TeCool,314130,False,0,2015
2xDelorean,570,True,2,2015
2xDelorean,212680,True,2,2013
2xDelorean,200210,True,2,2013
2xDelorean,440,True,2,2011
washington_,440,False,2,2014
washington_,4000,True,2,2014
washington_,211820,True,1,2014
washington_,10180,True,2,2014
washington_,252490,True,1,2014
washington_,417860,True,2,2015
jewxxl,251970,True,2,2015
76561198088944293,359550,True,2,2014
76561198088944293,107410,True,2,2014
76561198088944293,218230,False,1,2014
76561198088944293,437701,False,2,2014
76561198088944293,304930,True,1,2014
76561198092540221,400,True,2,2015
76561198092540221,620,True,2,2015
76561198092540221,238460,True,2,2015
76561198092540221,6060,True,2,2015
76561198092540221,440,True,2,2014
76561198051258119,730,True,2,2015
nubquake123,265610,True,2,2014
Pyromanic,31280,True,2,2013
Pyromanic,4000,True,2,2013
Pyromanic,240,True,2,2013
76561198109656922,440,True,2,2014
CobRazor,252490,True,1,2015
relesprit,8930,True,2,2013
WitchHunter4542,304930,True,2,2014
WitchHunter4542,237310,True,1,2015
WitchHunter4542,224260,True,0,2014
pwrt,230410,True,2,2015
pwrt,440,True,2,2014
wantmahbody,440,True,2,2014
76561198115868847,219640,False,0,2014
benedictcuminherbatch,570,True,2,2014
76561198031207016,8930,True,2,2014
76561198043458582,105600,True,2,2015
76561198043458582,221100,True,2,2015
76561198043458582,107410,True,2,2015
76561198043458582,231430,True,2,2014
smashiroshh,218620,True,2,2014
shark854,225540,True,2,2014
killbunny38,570,True,2,2015
killbunny38,333930,False,1,2015
76561198047630659,230410,False,2,2015
1337lolroflmao,271590,True,2,2015
1337lolroflmao,218620,True,0,2014
1337lolroflmao,219740,True,0,2013
1337lolroflmao,7940,True,2,2013
1337lolroflmao,234190,True,2,2014
1337lolroflmao,10180,True,2,2013
1337lolroflmao,33900,True,2,2013
1337lolroflmao,261030,True,2,2015
1337lolroflmao,243470,True,2,2014
sithjjf,302830,False,0,2015
76561198060039459,570,False,0,2014
OzfurAtlas,218620,False,2,2014
OzfurAtlas,4700,True,0,2014
OzfurAtlas,212680,True,0,2013
76561198065593074,304930,False,0,2015
76561198065593074,730,False,0,2014
76561198065593074,304050,True,2,2015
76561198065593074,203750,True,2,2014
76561198044169764,227940,False,2,2015
76561198044169764,355180,False,0,2015
76561198044169764,730,True,0,2014
76561198044169764,4000,True,1,2015
euzi,236390,True,2,2014
76561198074935997,221100,False,2,2014
76561198074935997,365590,False,2,2014
76561198074935997,299740,True,2,2014
76561198074935997,346110,False,2,2014
76561198074935997,275850,False,2,2014
76561198074935997,400800,False,2,2014
76561198074935997,252490,False,2,2014
76561198074935997,437220,False,2,2014
76561197961778802,730,True,2,2014
lucasrash,440,True,1,2014
76561198016602703,301520,False,0,2014
76561198016602703,433340,True,2,2014
thisissohardtomakeoneup,440,True,1,2014
76561198087010391,4000,True,2,2015
66666669999999,302830,False,1,2015
76561198061174192,220200,True,2,2014
76561198061174192,242760,True,2,2014
ReMiXOfficalSteam,352460,True,2,2015
Wilfire77,322920,True,2,2015
76561198084390807,234792,True,1,2015
76561198084390807,252490,True,2,2014
Mastic,304050,False,0,2015
Mastic,297130,True,2,2014
Mastic,397570,True,0,2014
Mastic,550,True,2,2014
Mastic,206420,True,2,2014
Mastic,278360,False,2,2014
76561198028286104,10180,True,2,2013
tarjla,242760,True,2,2014
tarjla,304930,True,2,2014
tarjla,441790,True,2,2014
tarjla,265750,True,2,2015
tarjla,252490,True,2,2014
tarjla,4000,True,2,2013
tarjla,211820,True,2,2013
tarjla,105600,True,2,2013
tarjla,251570,True,2,2014
tarjla,730,True,2,2014
deathnz1,233110,False,0,2014
deathnz1,322910,False,2,2014
deathnz1,276340,True,2,2014
readingthis4noobs,227940,True,2,2014
76561198104393251,304930,True,2,2015
76561198075322986,730,True,1,2014
redsncrimson,448530,True,2,2014
redsncrimson,304410,True,2,2014
redsncrimson,620,True,2,2014
redsncrimson,274920,True,2,2014
redsncrimson,211820,True,2,2013
redsncrimson,219890,True,2,2014
redsncrimson,49520,True,2,2013
redsncrimson,223510,True,2,2013
redsncrimson,440,True,2,2012
76561198151910904,252950,True,2,2014
H1DD3NT3RR0R,240,True,2,2014
H1DD3NT3RR0R,105600,True,2,2014
H1DD3NT3RR0R,204300,True,2,2013
H1DD3NT3RR0R,730,True,2,2014
H1DD3NT3RR0R,440,False,2,2015
H1DD3NT3RR0R,570,True,2,2014
76561198071214618,268750,True,2,2015
76561198115115631,570,True,2,2015
76561198071175142,570,True,1,2015
76561198071175142,271590,True,2,2015
t8s,360870,True,2,2015
t8s,730,True,2,2015
pikawuu2,230410,True,1,2014
pikawuu2,12900,True,2,2013
Sammeh00,301520,True,2,2014
Michaelele,6060,True,2,2014
Michaelele,730,True,2,2014
Michaelele,107410,True,2,2014
Michaelele,304930,True,2,2014
76561198045754869,335670,True,1,2015
76561198076098774,215080,True,2,2015
76561198103253374,570,True,0,2014
76561198048417105,271590,True,2,2015
76561198048417105,730,True,2,2015
76561198048417105,244160,True,2,2014
76561198048417105,270880,True,2,2014
76561198090842891,8190,True,2,2015
76561198055767971,247730,False,0,2015
76561197998052647,233630,True,2,2014
adohya343,303390,False,2,2014
76561198145436942,221100,True,2,2014
jjas01,208812,False,2,2014
jjas01,218620,False,2,2015
jjas01,243120,True,2,2013
jjas01,234140,True,1,2015
jjas01,204450,True,2,2014
jjas01,225260,True,2,2014
jjas01,50300,True,2,2013
jjas01,201810,True,2,2014
jjas01,212630,False,0,2014
jjas01,427820,False,2,2014
3xotic26,500,True,2,2014
3xotic26,440,True,2,2014
3xotic26,49520,True,2,2014
3xotic26,550,True,2,2013
iamthetrashlord,206420,True,2,2015
iamthetrashlord,213670,True,2,2014
3dster,550,True,2,2015
76561198079990063,231040,True,2,2014
Forty-Nine,221100,True,0,2014
Forty-Nine,376300,False,2,2014
76561198051017916,351040,True,1,2015
76561198051017916,250600,True,1,2014
L4M1NAS,227940,True,2,2014
L4M1NAS,437220,True,2,2014
L4M1NAS,221100,True,2,2015
76561198096766604,301520,False,2,2014
76561197995322437,264710,True,2,2015
imsojipper,218620,True,2,2014
76561198084542731,206420,True,1,2015
76561198084542731,47790,True,2,2014
76561198103671881,570,True,2,2015
mrpfresh,236110,True,0,2014
mrpfresh,346110,True,0,2015
mrpfresh,232790,True,2,2014
GamerFag,440,True,2,2012
GamerFag,70,True,0,2011
GamerFag,420,True,1,2011
GamerFag,380,True,2,2011
GamerFag,220,True,2,2011
GamerFag,1250,True,2,2010
EHS-R3AP3R,339230,False,0,2015
EHS-R3AP3R,349700,True,2,2015
EHS-R3AP3R,226700,True,2,2013
EHS-R3AP3R,209160,True,2,2013
chidori_647,219990,True,2,2013
chidori_647,213670,True,2,2014
chidori_647,21100,False,0,2013
chidori_647,8190,True,2,2013
chidori_647,215470,False,0,2013
76561198092227136,730,True,2,2014
76561198092227136,1250,True,1,2014
hellcat59,4000,True,2,2014
76561198007584361,401650,True,2,2015
tbimperator,35450,True,2,2012
Allahu_Akbar666,230410,True,2,2015
Allahu_Akbar666,304930,False,0,2014
ulramite,290020,True,2,2014
ulramite,248860,True,0,2014
ulramite,211820,True,2,2014
-GM-Dragon,226700,False,0,2014
-GM-Dragon,244850,True,2,2015
76561198054040292,298260,True,2,2015
76561198078799606,370240,False,0,2015
76561198078799606,730,True,2,2015
76561198078799606,233450,True,1,2014
I_DID_911_JUST_SAYING,214420,True,2,2014
I_DID_911_JUST_SAYING,365670,True,2,2014
I_DID_911_JUST_SAYING,440,True,2,2014
I_DID_911_JUST_SAYING,4000,True,2,2014
I_DID_911_JUST_SAYING,221260,True,2,2013
750805,369070,False,0,2014
750805,91310,False,0,2014
diabeticfuck,218620,True,2,2015
diabeticfuck,419070,True,1,2015
diabeticfuck,333930,False,0,2015
diabeticfuck,287700,True,1,2015
76561198054465623,302830,False,1,2015
76561198054465623,24240,True,2,2014
76561198054465623,39800,True,1,2015
76561198054465623,250600,True,0,2014
76561198054465623,105600,True,0,2015
76561198054465623,113020,True,2,2014
aaropro,440,True,2,2014
aaropro,221100,True,2,2014
abiam,238960,True,1,2014
FrankoWalker,310370,True,2,2015
FrankoWalker,260410,True,1,2014
FrankoWalker,236390,True,0,2014
LightfootSword7,221100,False,2,2015
LightfootSword7,383870,True,2,2014
SALTTHEW0UND,248820,True,2,2015
SALTTHEW0UND,730,True,2,2014
SALTTHEW0UND,550,True,2,2014
SALTTHEW0UND,204030,True,2,2014
SALTTHEW0UND,440,True,2,2013
SALTTHEW0UND,383080,True,2,2015
express157,304930,True,2,2014
76561198074644990,242760,True,1,2015
76561198074644990,207230,True,2,2015
76561198074644990,9180,False,0,2013
76561198064304806,730,True,0,2015
TomoeMamiewe,10150,True,1,2014
TomoeMamiewe,4000,True,1,2014
76561198057086148,214950,True,2,2015
Acidius99,218620,True,2,2014
Acidius99,292030,True,2,2014
Acidius99,261640,True,2,2014
Acidius99,220240,True,2,2014
Acidius99,271290,False,0,2015
acorn13,313740,True,2,2014
acorn13,34330,True,0,2012
acorn13,271590,True,2,2015
adamcookie,570,True,2,2014
AddzyTheBaddzy,291550,True,2,2015
AddzyTheBaddzy,259080,True,2,2013
mrfunkyjunkie,233250,True,2,2014
mrfunkyjunkie,256350,True,2,2014
mrfunkyjunkie,249380,True,2,2015
mradobe7,275850,False,2,2014
76561198167207237,337320,True,0,2014
76561198167207237,391540,True,1,2015
76561198167207237,265930,True,1,2015
76561198167207237,620,True,2,2015
cancerkek,730,True,1,2015
76561198073508075,10090,True,2,2014
76561198073508075,251570,True,0,2014
76561198073508075,218680,True,2,2014
76561198074323290,252490,False,2,2014
76561198074323290,251060,False,0,2014
76561198090899557,252490,False,0,2014
advenger95,22370,True,2,2015
advenger95,307690,True,2,2015
advenger95,72850,True,0,2015
EndAtHallow,1250,True,0,2015
76561198063624801,440,True,1,2014
aeryal,440,True,2,2014
76561198070263209,570,True,1,2013
76561198015968275,248610,True,0,2015
Agiegamma,208090,True,2,2014
76561198082614708,250340,True,2,2014
Agronoth,244850,True,2,2014
Agronoth,221640,True,2,2015
Agronoth,104900,True,2,2015
Agronoth,105600,True,2,2015
Agronoth,9450,False,2,2015
UnholyFallenAngel,262410,True,2,2014
UnholyFallenAngel,222940,True,2,2015
UnholyFallenAngel,221040,True,2,2014
76561198068565589,221100,True,1,2014
76561198068565589,286570,True,2,2015
76561198068565589,263440,False,1,2014
SlutOnTheSpit,4000,True,2,2014
WestyGaming,223710,True,1,2014
NaruseAiria,317360,True,1,2014
NaruseAiria,108600,True,2,2014
NaruseAiria,259080,True,2,2013
NaruseAiria,208520,True,2,2013
76561198067713802,239660,True,2,2015
76561198067713802,304930,True,2,2015
76561198187212131,730,True,2,2014
76561198044678148,495890,True,1,2014
76561198044678148,472680,True,2,2014
Alex680,4000,True,2,2014
alansiulun,295270,True,2,2014
alansiulun,265930,True,2,2015
Albolah,283920,True,0,2015
Albolah,440,True,2,2015
Albolah,294650,True,2,2015
76561198003056556,432020,False,2,2014
76561198003056556,233720,True,2,2014
maxpaynepillkiller,319630,True,2,2014
maxpaynepillkiller,12120,True,1,2015
maxpaynepillkiller,241930,True,2,2014
maxpaynepillkiller,428690,True,2,2014
maxpaynepillkiller,55230,True,2,2015
maxpaynepillkiller,243470,False,0,2014
AlexNoClutch,227860,False,2,2015
Alexwai04,218620,True,2,2015
76561198095481910,208090,True,0,2014
76561198164545985,730,True,2,2014
AlkalineDeath,228280,True,2,2015
AlkalineDeath,240760,True,2,2014
76561198075935236,226700,True,2,2015
76561198075935236,250900,True,2,2015
mintifreshbadger,35450,True,0,2015
AlpacaRevolution,9900,True,2,2014
AlpacaRevolution,212680,True,2,2014
AlpacaRevolution,346110,False,1,2015
AlphaBryn444,236370,True,2,2014
76561198071952798,381210,True,0,2014
76561198071952798,265930,False,0,2014
76561198071952798,218620,True,2,2014
76561198071952798,205100,True,2,2013
76561198009001563,570,True,1,2014
76561198016753953,271290,True,2,2014
76561198016753953,570,True,1,2014
smegmyfoodle,346010,True,2,2015
smegmyfoodle,239250,True,2,2015
76561198057869849,313120,True,2,2015
76561198058836921,211820,True,2,2015
lol_ursuchanoob,218620,True,0,2014
lol_ursuchanoob,12210,True,2,2014
lol_ursuchanoob,220240,True,0,2014
lol_ursuchanoob,17300,True,2,2014
AMV72,206440,True,2,2013
AMV72,209100,False,2,2012
AMV72,209000,True,2,2013
AMV72,218060,True,2,2013
AMV72,24240,True,1,2012
76561198069170979,440,True,2,2015
76561198085956238,224540,False,0,2014
76561198085956238,242860,False,0,2014
76561198085956238,47410,True,2,2014
76561198085956238,34330,False,0,2014
76561198132540690,730,True,0,2015
76561198132540690,220200,True,2,2015
711armageddoncarmageddon,113020,True,1,2015
711armageddoncarmageddon,105600,True,2,2015
711armageddoncarmageddon,9480,True,2,2015
76561198034868596,359870,True,2,2014
Andraison,22230,True,0,2015
76561198055790408,203770,True,2,2013
76561198069560699,550,True,2,2013
76561198069560699,259080,True,2,2013
76561198069560699,72850,True,2,2013
76561198069560699,8870,True,2,2014
76561198099625419,230410,True,1,2014
76561198099625419,200260,True,2,2014
76561198099625419,19900,True,2,2013
76561198099625419,241540,True,1,2013
76561198099625419,220,True,1,2013
76561198084032274,227940,False,0,2014
76561198084032274,236390,False,2,2014
Angrovar,17390,True,2,2014
Angrovar,359320,True,1,2015
AngryAinsley,317360,True,2,2015
AngryAinsley,253030,True,2,2015
AngryAinsley,295110,True,2,2015
AngryAinsley,264710,True,2,2015
uradumbtit,274310,True,2,2014
uradumbtit,4000,True,2,2014
76561198037038784,252470,True,0,2014
IKillNoobsFirst,730,True,2,2015
76561198037888300,344770,True,2,2015
1234865654,22380,True,0,2014
76561198040925596,440,True,2,2014
76561198084123358,9900,True,2,2015
Apachehavoc,107410,False,1,2014
ApexNZ,221640,True,2,2014
ApexNZ,202170,True,2,2014
ApexNZ,49520,True,0,2014
ApexNZ,245490,True,2,2014
ApexNZ,313120,True,2,2015
76561198039441595,113020,False,1,2014
76561198039441595,319510,False,0,2015
76561198039441595,20,False,0,2014
76561198039441595,209080,False,2,2014
76561198039441595,223470,False,2,2014
76561198039441595,417860,True,2,2015
76561198039441595,269250,True,2,2015
76561198039441595,313740,False,0,2014
76561198039441595,8190,True,0,2014
76561198036687918,377160,True,1,2015
benjamin27,730,True,1,2015
benjamin27,244850,True,2,2014
AppoGetsSuperAdmin,212500,True,1,2015
AppoGetsSuperAdmin,570,False,2,2015
AppoGetsSuperAdmin,104900,True,1,2015
76561198071475367,12160,True,2,2014
76561198049916759,219990,True,2,2015
76561198049916759,293260,True,2,2015
76561198065064829,219640,True,2,2014
XABLAUziitu,214420,False,2,2015
XABLAUziitu,105600,True,1,2015
XABLAUziitu,440,True,2,2013
XABLAUziitu,200210,True,2,2013
76561198012909706,218130,True,2,2013
dragonchief,252490,False,2,2014
76561198040530605,270210,True,2,2014
76561198040530605,386070,True,2,2014
76561198040530605,8930,True,2,2014
76561198040530605,330830,True,2,2014
76561198040530605,218230,True,2,2014
76561198040530605,104900,True,2,2014
76561198040530605,440,True,2,2014
76561198040530605,240,True,2,2011
76561197974500703,8980,True,2,2012
76561197974500703,31270,True,2,2012
76561197974500703,113200,True,2,2012
76561197974500703,8190,True,2,2012
76561197974500703,43000,True,2,2012
76561197974500703,18700,False,0,2011
76561197974500703,98800,True,0,2011
76561197974500703,107100,True,2,2011
76561197974500703,630,True,2,2010
76561197974500703,57300,True,0,2010
76561198047185525,213670,True,0,2014
76561198047185525,218620,True,2,2014
76561198047185525,226620,True,1,2013
sweep6060,391540,True,2,2014
bilyitu,570,True,1,2014
bilyitu,730,True,2,2014
76561198021244661,105600,True,2,2014
76561198088538797,209870,True,2,2015
deployablearchnagel,265630,True,1,2014
rotflmaoman,401920,True,2,2015
armouredmarshmallow,33230,True,2,2014
armouredmarshmallow,239200,True,2,2014
armouredmarshmallow,440,True,0,2015
armouredmarshmallow,346900,True,2,2015
armouredmarshmallow,363970,True,2,2014
armouredmarshmallow,65790,True,2,2014
armouredmarshmallow,72850,True,2,2014
armouredmarshmallow,57300,True,2,2014
armouredmarshmallow,230410,True,2,2014
armouredmarshmallow,630,True,2,2015
76561198020928326,70,True,2,2014
Array71,8500,False,0,2014
Array71,244850,True,2,2014
76561198039874575,221100,True,1,2014
arronlim13,99900,True,2,2015
ARTHERDUNGER10,250900,True,0,2015
Mackus1011,211820,True,2,2013
Mackus1011,380600,True,2,2015
Mackus1011,22380,True,2,2015
Mackus1011,252490,True,0,2014
76561198041877981,2450,False,1,2014
76561198041877981,241540,True,2,2014
ARZARNAR,220200,True,2,2014
darkmassieh,47780,True,2,2014
darkmassieh,377160,True,1,2014
darkmassieh,4000,True,2,2014
darkmassieh,107410,True,2,2015
darkmassieh,230190,True,1,2015
darkmassieh,435881,True,2,2014
darkmassieh,490650,True,1,2014
darkmassieh,391270,True,2,2015
darkmassieh,301520,True,2,2015
darkmassieh,227680,False,2,2015
